Maximum,189.7,@,No.1241,,,,,,
Minimum,-0.9,@,No.2375,,,,,,
Average,51.49,,,,,,,,
Data Quantity,2390,,,,,,,,
Number of NG,0,,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date,
304,34.1,gf,0.795,mm,OK,--,7:03:02 PM,3/11/2026,
305,34.2,gf,0.800,mm,OK,--,7:03:02 PM,3/11/2026,
306,34.3,gf,0.805,mm,OK,--,7:03:03 PM,3/11/2026,
307,34.3,gf,0.815,mm,OK,--,7:03:03 PM,3/11/2026,
308,34.2,gf,0.825,mm,OK,--,7:03:03 PM,3/11/2026,
309,34.0,gf,0.825,mm,OK,--,7:03:03 PM,3/11/2026,
310,34.3,gf,0.830,mm,OK,--,7:03:03 PM,3/11/2026,
311,34.3,gf,0.835,mm,OK,--,7:03:03 PM,3/11/2026,
312,34.3,gf,0.840,mm,OK,--,7:03:03 PM,3/11/2026,
313,34.3,gf,0.850,mm,OK,--,7:03:03 PM,3/11/2026,
314,34.4,gf,0.855,mm,OK,--,7:03:03 PM,3/11/2026,
315,34.4,gf,0.865,mm,OK,--,7:03:03 PM,3/11/2026,
316,34.5,gf,0.875,mm,OK,--,7:03:04 PM,3/11/2026,
317,34.5,gf,0.885,mm,OK,--,7:03:04 PM,3/11/2026,
318,34.6,gf,0.895,mm,OK,--,7:03:04 PM,3/11/2026,
319,34.6,gf,0.905,mm,OK,--,7:03:04 PM,3/11/2026,
320,34.7,gf,0.915,mm,OK,--,7:03:04 PM,3/11/2026,
321,34.7,gf,0.920,mm,OK,--,7:03:04 PM,3/11/2026,
322,34.7,gf,0.925,mm,OK,--,7:03:04 PM,3/11/2026,
323,34.7,gf,0.930,mm,OK,--,7:03:04 PM,3/11/2026,
324,34.8,gf,0.935,mm,OK,--,7:03:04 PM,3/11/2026,
325,34.7,gf,0.940,mm,OK,--,7:03:04 PM,3/11/2026,
326,34.7,gf,0.945,mm,OK,--,7:03:05 PM,3/11/2026,
327,34.7,gf,0.950,mm,OK,--,7:03:05 PM,3/11/2026,
328,34.6,gf,0.950,mm,OK,--,7:03:05 PM,3/11/2026,
329,34.7,gf,0.955,mm,OK,--,7:03:05 PM,3/11/2026,
330,34.7,gf,0.955,mm,OK,--,7:03:05 PM,3/11/2026,
331,34.8,gf,0.960,mm,OK,--,7:03:05 PM,3/11/2026,
332,34.8,gf,0.965,mm,OK,--,7:03:05 PM,3/11/2026,
333,34.8,gf,0.965,mm,OK,--,7:03:05 PM,3/11/2026,
334,34.8,gf,0.970,mm,OK,--,7:03:05 PM,3/11/2026,
335,34.9,gf,0.975,mm,OK,--,7:03:05 PM,3/11/2026,
336,34.9,gf,0.975,mm,OK,--,7:03:06 PM,3/11/2026,
337,34.9,gf,0.980,mm,OK,--,7:03:06 PM,3/11/2026,
338,34.9,gf,0.990,mm,OK,--,7:03:06 PM,3/11/2026,
339,34.9,gf,0.990,mm,OK,--,7:03:06 PM,3/11/2026,
340,34.9,gf,0.995,mm,OK,--,7:03:06 PM,3/11/2026,
341,34.9,gf,1.000,mm,OK,--,7:03:06 PM,3/11/2026,
342,35.0,gf,1.005,mm,OK,--,7:03:06 PM,3/11/2026,
343,34.9,gf,1.010,mm,OK,--,7:03:06 PM,3/11/2026,
344,34.9,gf,1.015,mm,OK,--,7:03:06 PM,3/11/2026,
345,34.9,gf,1.025,mm,OK,--,7:03:06 PM,3/11/2026,
